Date,Baseline_GARCH,Regime_Adjustment,Regime_Aware_GARCH,Mu,Nu,Actual_Return
2018-09-14,0.004737333426551242,1.0064603542044892,0.00476793827847153,0.0006600303439669005,6.528264132023408,0.00027544390076635555
2018-09-17,0.004586697140459044,1.007361854381313,0.004620463736898289,0.0006600303439669005,6.528264132023408,-0.005585290991549207
2018-09-18,0.004877682597442072,1.0147749789774527,0.004949750255277966,0.0006600303439669005,6.528264132023408,0.0053546528676252396
2018-09-19,0.004950295797683216,1.015931002012424,0.005029158969998201,0.0006600303439669005,6.528264132023408,0.0012524880331719868
2018-09-20,0.004785944895385841,1.015937014000253,0.004862218566188045,0.0006600303439669005,6.528264132023408,0.00781001418532906
2018-09-21,0.005168575022239583,1.0159368913106654,0.005250946040600036,0.0006600303439669005,6.528264132023408,-0.00036860093700704873
2018-09-24,0.004995510067113892,1.0159372082273743,0.0050751245512554305,0.0006600303439669005,6.528264132023408,-0.003521882314013849
2018-09-25,0.005007676924507626,1.0159368127724102,0.005087483334078223,0.0006600303439669005,6.528264132023408,-0.001305948493117946
2018-09-26,0.004876416252554011,1.015935622847943,0.004954124982804292,0.0006600303439669005,6.528264132023408,-0.003294699681159941
2018-09-27,0.004881982099389446,1.0159365172250263,0.004959783891208636,0.0006600303439669005,6.528264132023408,0.0027594762285113967
2018-09-28,0.004766851111910631,1.015937139162231,0.004842821081446786,0.0006600303439669005,6.528264132023408,-6.870144138179519e-06
2018-10-01,0.004607150544712291,1.0159371270028408,0.004680575288064578,0.0006599215261201601,6.54036187011892,0.0036344923421985013
2018-10-02,0.00456476914845405,1.0159366749865795,0.004637516390761727,0.0006599215261201601,6.54036187011892,-0.0003967689102790794
2018-10-03,0.004437747653482443,1.0159372776128779,0.0045084732698118905,0.0006599215261201601,6.54036187011892,0.0007112667367183715
2018-10-04,0.004307559278485213,1.0158976731386076,0.004376039447919747,0.0006599215261201601,6.54036187011892,-0.008203035421009815
2018-10-05,0.00506133041374516,1.01579497309799,0.0051412739914703035,0.0006599215261201601,6.54036187011892,-0.0055433145846221455
2018-10-08,0.0052742576277541075,1.015729492760182,0.005357219024925201,0.0006599215261201601,6.54036187011892,-0.000395194708349698
2018-10-09,0.0050935179810972005,1.0156893277959702,0.005173431854337303,0.0006599215261201601,6.54036187011892,-0.0014189098341542976
2018-10-10,0.00495944542968677,1.003451503037469,0.004976562970651496,0.0006599215261201601,6.54036187011892,-0.03341638904260208
2018-10-11,0.0119336903761811,0.9948906966421146,0.011872717531870114,0.0006599215261201601,6.54036187011892,-0.02078757997254153
2018-10-12,0.013257706339716855,1.0043778432076496,0.013315746499365197,0.0006599215261201601,6.54036187011892,0.014106235408376288
2018-10-15,0.013300683862340543,1.006332891386765,0.013384915648610446,0.0006599215261201601,6.54036187011892,-0.005922482291300048
2018-10-16,0.012797899520595655,1.0064177241617265,0.01288003290956833,0.0006599215261201601,6.54036187011892,0.02126782803490127
2018-10-17,0.013830116576947507,1.0064296271234998,0.013919039069611814,0.0006599215261201601,6.54036187011892,-0.0002526942626648821
2018-10-18,0.013125393960411003,1.0064257560853354,0.013209734540524537,0.0006599215261201601,6.54036187011892,-0.014496490575341185
2018-10-19,0.013372166952270876,1.006433398890991,0.013458195436311762,0.0006599215261201601,6.54036187011892,-0.00036123513527937907
2018-10-22,0.012694212102329126,1.0064286623095486,0.012775818905220785,0.0006599215261201601,6.54036187011892,-0.004308797096477868
2018-10-23,0.012155327211244855,1.0064369857475075,0.012233570879259928,0.0006599215261201601,6.54036187011892,-0.005527076180694164
2018-10-24,0.01171151554432463,1.006382207883945,0.011786260871164562,0.0006599215261201601,6.54036187011892,-0.03135077386114084
2018-10-25,0.015138040472430695,1.0064161089286598,0.015235167789068272,0.0006599215261201601,6.54036187011892,0.018453717978714167
2018-10-26,0.015449636437204572,1.0063517414353416,0.015547768533123727,0.0006599215261201601,6.54036187011892,-0.017479138010003174
2018-10-29,0.015763944786662806,1.0062560265593572,0.01586256444392841,0.0006599215261201601,6.54036187011892,-0.00658120829519397
2018-10-30,0.015127122736269307,1.006285049558209,0.01522219745233987,0.0006599215261201601,6.54036187011892,0.015545322971877482
2018-10-31,0.015120082239243875,1.0063399608552894,0.015215942968769438,0.0006599215261201601,6.54036187011892,0.010792878754571094
2018-11-01,0.01478347680625531,1.0063431019804814,0.014877249907263468,0.0006540816722466849,6.358531864958928,0.010502498868529206
2018-11-02,0.014368337102904225,1.0063725075443146,0.014459899439491738,0.0006540816722466849,6.358531864958928,-0.006336721055879746
2018-11-05,0.013804462729115896,1.0064123287635662,0.013892981482539384,0.0006540816722466849,6.358531864958928,0.0055846936971941175
2018-11-06,0.013182621674468886,1.006432149150572,0.013267414263274635,0.0006540816722466849,6.358531864958928,0.0062397877444086355
2018-11-07,0.012629971887599893,1.006419442838265,0.012711049270181234,0.0006540816722466849,6.358531864958928,0.020987078560774024
2018-11-08,0.013677762320097377,1.0064282682326504,0.013765686645113401,0.0006540816722466849,6.358531864958928,-0.002512068988491457
2018-11-09,0.013006316738052146,1.0064212230099456,0.013089833198365167,0.0006540816722466849,6.358531864958928,-0.00924158591537243
2018-11-12,0.012744721211464942,1.006445944245793,0.012826872973822219,0.0006540816722466849,6.358531864958928,-0.019898150985467496
2018-11-13,0.013806796343998921,1.0064467306290656,0.01389580504087905,0.0006540816722466849,6.358531864958928,-0.0014830188221738934
2018-11-14,0.013105608076227722,1.0064404860309502,0.013190014561969774,0.0006540816722466849,6.358531864958928,-0.007596188818450545
2018-11-15,0.012712019101439844,1.0064458271536312,0.012793958579341383,0.0006540816722466849,6.358531864958928,0.01053803274264194
2018-11-16,0.012475651699597207,1.0064439979039954,0.012556044773000388,0.0006540816722466849,6.358531864958928,0.002220837537483983
2018-11-19,0.011843978846590749,1.00644872823253,0.011920357447364248,0.0006540816722466849,6.358531864958928,-0.016783161235721437
2018-11-20,0.012584208386489994,1.00644739432992,0.01266534374028758,0.0006540816722466849,6.358531864958928,-0.018317995556585972
2018-11-21,0.013431655179216241,1.0064480729871321,0.013518263472149818,0.0006540816722466849,6.358531864958928,0.0030386693107672014
2018-11-23,0.012757215022028976,1.0064447759906265,0.01283943241511021,0.0006540816722466849,6.358531864958928,-0.006576419711855615
2018-11-26,0.01232400812503281,1.0064451250686846,0.012403437898746131,0.0006540816722466849,6.358531864958928,0.015412975845366429
2018-11-27,0.012634575469737935,1.0064463191859576,0.012716021975994935,0.0006540816722466849,6.358531864958928,0.003256384364612641
2018-11-28,0.012012498260596825,1.0064412532248763,0.012089873803756715,0.0006540816722466849,6.358531864958928,0.022714051303113776
2018-11-29,0.013461375356527704,1.0064485493911026,0.013548181700386444,0.0006540816722466849,6.358531864958928,-0.002185494545393453
